Date,High,Low,Open,Close,Volume,Adj Close
1999-01-04,11.319999694824219,11.319999694824219,11.319999694824219,11.319999694824219,0.0,3.7203426361083984
1999-01-05,11.270000457763672,11.270000457763672,11.270000457763672,11.270000457763672,0.0,3.7039098739624023
1999-01-06,11.329999923706055,11.329999923706055,11.329999923706055,11.329999923706055,0.0,3.723630666732788
1999-01-07,11.260000228881836,11.260000228881836,11.260000228881836,11.260000228881836,0.0,3.700625419616699
1999-01-08,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,0.0,3.6644723415374756
1999-01-11,11.109999656677246,11.109999656677246,11.109999656677246,11.109999656677246,0.0,3.6513266563415527
1999-01-12,11.180000305175781,11.180000305175781,11.180000305175781,11.180000305175781,0.0,3.674332618713379
1999-01-13,11.25,11.25,11.25,11.25,0.0,3.6973395347595215
1999-01-14,11.380000114440918,11.380000114440918,11.380000114440918,11.380000114440918,0.0,3.7400617599487305
1999-01-15,11.3100004196167,11.3100004196167,11.3100004196167,11.3100004196167,0.0,3.717057704925537
1999-01-19,11.289999961853027,11.289999961853027,11.289999961853027,11.289999961853027,0.0,3.7104859352111816
1999-01-20,11.260000228881836,11.260000228881836,11.260000228881836,11.260000228881836,0.0,3.700625419616699
1999-01-21,11.319999694824219,11.319999694824219,11.319999694824219,11.319999694824219,0.0,3.7203426361083984
1999-01-22,11.399999618530273,11.399999618530273,11.399999618530273,11.399999618530273,0.0,3.7466354370117188
1999-01-25,11.359999656677246,11.359999656677246,11.359999656677246,11.359999656677246,0.0,3.733489513397217
1999-01-26,11.359999656677246,11.359999656677246,11.359999656677246,11.359999656677246,0.0,3.733489513397217
1999-01-27,11.359999656677246,11.359999656677246,11.359999656677246,11.359999656677246,0.0,3.733489513397217
1999-01-28,11.390000343322754,11.390000343322754,11.390000343322754,11.390000343322754,0.0,3.7433507442474365
1999-01-29,11.420000076293945,11.420000076293945,11.420000076293945,11.420000076293945,0.0,3.770423650741577
